1c87982608840ae20e3464d54dbfd726	gi|1936611423|emb|LR943756.1|	80.702	1.18e-13	114	Darwinula stevensoni	crustaceans	Darwinula stevensoni
6d563a20da4a05fabffe10e21ec1bc7a	gi|2095925523|gb|OK172578.1|	100.000	6.41e-81	169	Tautogolabrus adspersus	bony fishes	cunner
6d563a20da4a05fabffe10e21ec1bc7a	gi|2030285394|gb|MW630161.1|	100.000	6.41e-81	169	Tautogolabrus adspersus	bony fishes	cunner
6d563a20da4a05fabffe10e21ec1bc7a	gi|33569528|gb|AY279649.1|	100.000	6.41e-81	169	Tautogolabrus adspersus	bony fishes	cunner
7c6ae3120f40f82dcec716ad00f94075	gi|1799624616|gb|MN122931.1|	100.000	5.03e-82	171	Clupea harengus	bony fishes	Atlantic herring
7c6ae3120f40f82dcec716ad00f94075	gi|1517391475|gb|MH194498.2|	100.000	5.03e-82	171	Clupea harengus	bony fishes	Atlantic herring
7c6ae3120f40f82dcec716ad00f94075	gi|2018537065|gb|MW818226.1|	100.000	5.03e-82	171	Clupea harengus	bony fishes	Atlantic herring
e0674b1845b0b000f2039714132221e4	gi|1799624616|gb|MN122931.1|	99.415	2.34e-80	171	Clupea harengus	bony fishes	Atlantic herring
e0674b1845b0b000f2039714132221e4	gi|1517391475|gb|MH194498.2|	99.415	2.34e-80	171	Clupea harengus	bony fishes	Atlantic herring
e0674b1845b0b000f2039714132221e4	gi|2018537065|gb|MW818226.1|	99.415	2.34e-80	171	Clupea harengus	bony fishes	Atlantic herring
5ec9f6aad93a3b0daa91a8e8b70d5f67	gi|1799624588|gb|MN122922.1|	100.000	2.29e-80	168	Ammodytes marinus	bony fishes	lesser sand-eel
5ec9f6aad93a3b0daa91a8e8b70d5f67	gi|1799624574|gb|MN122889.1|	100.000	2.29e-80	168	Ammodytes tobianus	bony fishes	small sandeel
5ec9f6aad93a3b0daa91a8e8b70d5f67	gi|2574873023|gb|OR209138.1|	100.000	2.29e-80	168	Hyperoplus lanceolatus	bony fishes	great sand-eel
bbd5e04313cbdca841b07efacfc8235f	gi|1825511900|gb|MT103926.1|	100.000	2.29e-80	168	Triglops murrayi	bony fishes	moustache sculpin
bbd5e04313cbdca841b07efacfc8235f	gi|1804926896|dbj|LC519478.1|	99.405	1.06e-78	168	Triglops pingelii	bony fishes	ribbed sculpin
bbd5e04313cbdca841b07efacfc8235f	gi|1790179336|dbj|LC493907.1|	99.405	1.06e-78	168	Triglops murrayi	bony fishes	moustache sculpin
097ee1d2c9461ee733faea7d6b1c9a6b	gi|1799624616|gb|MN122931.1|	99.415	2.34e-80	171	Clupea harengus	bony fishes	Atlantic herring
097ee1d2c9461ee733faea7d6b1c9a6b	gi|1517391475|gb|MH194498.2|	99.415	2.34e-80	171	Clupea harengus	bony fishes	Atlantic herring
097ee1d2c9461ee733faea7d6b1c9a6b	gi|2018537065|gb|MW818226.1|	99.415	2.34e-80	171	Clupea harengus	bony fishes	Atlantic herring
05d57a59b23e55814fa4a24c14392160	gi|1799624491|gb|MN122853.1|	100.000	2.29e-80	168	Scomber scombrus	bony fishes	Atlantic mackerel
05d57a59b23e55814fa4a24c14392160	gi|2018537119|gb|MW818280.1|	100.000	2.29e-80	168	Scomber scombrus	bony fishes	Atlantic mackerel
05d57a59b23e55814fa4a24c14392160	gi|2018537108|gb|MW818269.1|	100.000	2.29e-80	168	Scomber scombrus	bony fishes	Atlantic mackerel
7f06b6372a6ab9bddfd57e4d13e884f8	gi|815075962|emb|LN735469.3|	89.375	4.97e-47	160	Lepidodinium sp. RCC854	dinoflagellates	Lepidodinium sp. RCC854
7f06b6372a6ab9bddfd57e4d13e884f8	gi|2259492676|emb|OW835199.1|	88.889	2.31e-45	162	uncultured fungus	fungi	uncultured fungus
7f06b6372a6ab9bddfd57e4d13e884f8	gi|1768674649|emb|LR722623.1|	91.538	6.48e-41	130	Hordeum vulgare subsp. vulgare	monocots	domesticated barley
adb4124de04c422053c46c093ea7eb20	gi|1828350092|gb|CP050582.1|	100.000	8.10e-80	167	Canis lupus familiaris	carnivores	dog
adb4124de04c422053c46c093ea7eb20	gi|1828349975|gb|CP050640.1|	100.000	8.10e-80	167	Canis lupus familiaris	carnivores	dog
adb4124de04c422053c46c093ea7eb20	gi|1997759090|emb|HG994408.1|	100.000	8.10e-80	167	Canis lupus	carnivores	gray wolf
19503524051b59d4a4bedec8010b461b	gi|339906733|ref|NC_015824.1|	100.000	0.001	30	Cyanopica cyanus	birds	azure-winged magpie
19503524051b59d4a4bedec8010b461b	gi|21449916|ref|NC_004023.1|	97.059	0.001	34	Arctocephalus forsteri	carnivores	New Zealand fur seal
19503524051b59d4a4bedec8010b461b	gi|19110726|gb|AF433920.1|	100.000	0.001	30	Dasyprocta punctata	rodents	punctate agouti
0d8aeba1bd052845d0e6b4173a54882b	gi|1251775573|gb|MF947452.1|	83.117	2.19e-06	77	Plenaster craigi	sponges	Plenaster craigi
b820e1777e85cbc2f83feead0f245047	gi|2396592091|gb|OM273301.1|	90.674	1.66e-62	193	Cliona patera	sponges	Cliona patera
b820e1777e85cbc2f83feead0f245047	gi|2396592074|gb|OM273300.1|	90.674	1.66e-62	193	Cliona patera	sponges	Cliona patera
