catch_ratio,created_at,id,is_parent,mission_number,notes,parent_catch,parent_catch_id,relative_abundance_category,relative_abundance_category_id,set_number,species,species_aphia_id,species_code,species_en,species_fr,species_scientific,species_uuid,specimen_count,unweighed_baskets
,2023-07-06 03:18:41 UTC,2075,No,TEL-2023-010,,,,,,50,BOBTAIL SQUID; SEPIOLODAE,11725,4536,BOBTAIL SQUID; SEPIOLODAE,Sepiolidae non-spécifié,Sepiolidae (f.),2d243cc2-5f7c-4dfe-94a6-d6341b770eaf,,
,2023-07-06 02:58:53 UTC,2057,No,TEL-2023-010,,,,,,50,Common starfish,123776,6111,Common starfish,Étoile de mer commune,Asterias rubens,721edd7b-fea1-42e7-bfbc-71f3d51f13f5,7,
,2023-07-06 03:09:32 UTC,2066,No,TEL-2023-010,,,,,,50,BLOOD STAR  GENUS; INCL HENRICA SP,123276,6118,BLOOD STAR  GENUS; INCL HENRICA SP,Étoiles de mer sanguine (Henricia sp.),Henricia sp.,f974059b-1e00-4bd9-91ca-30cca314741b,2,
,2023-07-06 03:10:54 UTC,2068,No,TEL-2023-010,,,,,,50,Sea Star (P. pulvillus),124151,6126,Sea Star (P. pulvillus),Étoile de mer (P. pulvillus),Pteraster pulvillus,7224ab42-9075-11ec-8fd9-a08cfde36583,1,
,2023-07-06 03:10:32 UTC,2067,No,TEL-2023-010,,,,,,50,Poraniomorpha (Poraniomorpha) hispida,125170,6129,Poraniomorpha (Poraniomorpha) hispida,Poraniomorpha (Poraniomorpha) hispida,Poraniomorpha (Poraniomorpha) hispida,bf7884ac-487e-4821-a2bc-2aaf813c9ffc,2,
,2023-07-06 03:12:12 UTC,2069,No,TEL-2023-010,,,,,,50,Astropecten americanus,158490,6136,Astropecten americanus,,Astropecten americanus,9eb8b50e-6a91-482c-a032-7f00d3c155ab,1,
,2023-07-06 03:01:29 UTC,2059,No,TEL-2023-010,,,,,,50,SARSI,124934,6213,SARSI,Ophiure de Sars,Ophiura sarsii,1ad11577-fb0d-4911-8807-119aa7a4dc17,908,
,2023-07-06 03:07:33 UTC,2063,No,TEL-2023-010,,,,,,50,COMB JELLIES,1248,8100,COMB JELLIES,Cténophores non-spécifié (Ctenophora),Ctenophora (p.),b91f09d7-4d41-49ad-942d-80523a3fa5a8,6,
,2023-07-06 03:07:10 UTC,2062,No,TEL-2023-010,,,,,,50,Sea Pen (P. aculeata),128515,8367,Sea Pen (P. aculeata),Plume de mer (P. aculeata),Pennatula aculeata,2f9985be-dbe1-11ec-bdaf-a08cfde36583,6,
,2023-07-06 06:58:44 UTC,2077,No,TEL-2023-010,,,,,,51,HADDOCK,126437,11,HADDOCK,Aiglefin,Melanogrammus aeglefinus,2a595a64-620c-4678-838e-d69cc81ffecd,,
,2023-07-06 07:05:18 UTC,2092,No,TEL-2023-010,,,,,,51,WHITE HAKE,126504,12,WHITE HAKE,Merluche blanche,Urophycis tenuis,8e60de8c-89fd-416d-8d5d-9f9e6d72c47c,,
,2023-07-06 07:05:30 UTC,2093,No,TEL-2023-010,,,,,,51,SQUIRREL OR RED HAKE,126503,13,SQUIRREL OR RED HAKE,Merluche-écureuil,Urophycis chuss,5976e380-8d3d-4038-8806-83434953a43a,,
,2023-07-06 06:58:17 UTC,2076,No,TEL-2023-010,,,,,,51,SILVER HAKE,158962,14,SILVER HAKE,Merlu argenté,Merluccius bilinearis,23d02f66-fed3-41f2-b392-02acd2e705f7,,
,2023-07-06 07:00:16 UTC,2083,No,TEL-2023-010,,,,,,51,POLLOCK,126441,16,POLLOCK,Goberge,Pollachius virens,12868fea-63cc-4e2a-8ac6-8ef21ba5eca1,,
,2023-07-06 07:07:37 UTC,2097,No,TEL-2023-010,,,,,,51,REDFISH UNSEPARATED,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b,,
,2023-07-06 06:59:07 UTC,2078,No,TEL-2023-010,,,,,,51,HERRING ATLANTIC,126417,60,HERRING ATLANTIC,Hareng atlantique,Clupea harengus,5d02abb7-3748-44b9-83cf-d72cdeaa02ac,,
,2023-07-06 07:08:47 UTC,2101,No,TEL-2023-010,,,,,,51,SHAD AMERICAN,158670,61,SHAD AMERICAN,Alose savoureuse,Alosa sapidissima,70a39611-09c3-4905-bcc1-c06548fbf372,,
,2023-07-06 07:08:06 UTC,2099,No,TEL-2023-010,,,,,,51,ALEWIFE,158669,62,ALEWIFE,Gaspereau,Alosa pseudoharengus,34ce3029-ca39-4e4d-8e6a-b5bde509b173,,
,2023-07-06 07:07:52 UTC,2098,No,TEL-2023-010,,,,,,51,FOURBEARD ROCKLING,126450,114,FOURBEARD ROCKLING,Motelle à quatre barbillons,Enchelyopus cimbrius,91e91c5f-82bd-4b8b-b1d3-01722f54eaee,,
,2023-07-06 06:59:40 UTC,2080,No,TEL-2023-010,,,,,,51,SMOOTH SKATE,158554,202,SMOOTH SKATE,Raie lisse (à queue de velours),Malacoraja senta,21266650-58f7-4d8b-b96c-d40ee2436677,,
,2023-07-06 06:59:59 UTC,2082,No,TEL-2023-010,,,,,,51,SPINY DOGFISH,105923,220,SPINY DOGFISH,Aiguillat commun,Squalus acanthias,1e170cdf-4f3b-47c9-bad4-64947d79bd6c,,
,2023-07-06 07:02:23 UTC,2088,No,TEL-2023-010,,,,,,51,NORTHERN HAGFISH; GLUTINOSA,271309,241,NORTHERN HAGFISH; GLUTINOSA,Myxine de vase,Myxine limosa,a9abdfc4-0f05-4779-8683-c2d1838e88a8,,
,2023-07-06 06:59:21 UTC,2079,No,TEL-2023-010,,,,,,51,"MONKFISH,GOOSEFISH,ANGLER",159184,400,"MONKFISH,GOOSEFISH,ANGLER",Baudroie d'Amérique,Lophius americanus,eb394776-0410-4c53-aa21-a3a4b0aba073,,
,2023-07-06 07:06:12 UTC,2095,No,TEL-2023-010,,,,,,51,Pink glass shrimp,107676,2221,Pink glass shrimp,Sivade rose (Crevette blanche),Pasiphaea multidentata,a041bed4-9c9a-4ce1-8614-7f7505772d9f,59,
,2023-07-06 07:01:16 UTC,2085,No,TEL-2023-010,,,,,,51,Norwegian shrimp,107563,2415,Norwegian shrimp,Crevette (P. norvegicus),Pontophilus norvegicus,b848c7a9-1de9-4f8b-9ebb-86ee4ce2686d,1,
,2023-07-06 07:09:32 UTC,2103,No,TEL-2023-010,,,,,,51,JONAH CRAB,158056,2511,JONAH CRAB,Crabe tourteau boreal,Cancer borealis,cdfcf0a9-f001-42b3-b1d4-6864a26ff297,,
,2023-07-06 06:59:48 UTC,2081,No,TEL-2023-010,,,,,,51,AMERICAN LOBSTER,156134,2550,AMERICAN LOBSTER,Homard américain,Homarus americanus,fa1d2e4f-ecf5-414f-a342-c3aa3c346bd2,,
,2023-07-06 07:00:47 UTC,2084,No,TEL-2023-010,,,,,,51,NORTHERN KRILL,110690,2611,NORTHERN KRILL,Krill norvégien,Meganyctiphanes norvegica,38e44e47-d727-46ce-9d86-19d72b2c8e56,10,
,2023-07-06 07:01:53 UTC,2087,No,TEL-2023-010,,,,,,51,BRISTLE WORMS,883,3100,BRISTLE WORMS,Polychète non spécifié (Polychaeta),Polychaeta (c.),6e0af470-c12f-4fb0-a6b2-c1774f8dde38,3,
,2023-07-06 07:07:24 UTC,2096,No,TEL-2023-010,,,,,,51,Aphrodita unidentified,129194,3212,Aphrodita unidentified,Aphrodita non-spécifié,Aphrodita sp.,357564e4-38a4-4b95-91be-f6071dae7c8c,1,
,2023-07-06 07:09:19 UTC,2102,No,TEL-2023-010,,,,,,51,SEA SCALLOP,156972,4321,SEA SCALLOP,Pétoncle géant,Placopecten magellanicus,25b9a3e3-ecee-4cb5-aa68-6a186aaf4e08,,
,2023-07-06 07:03:59 UTC,2091,No,TEL-2023-010,,,,,,51,SEA SLUGS,1762,4400,SEA SLUGS,Nudibranche non-spécifié (Nudibranchia),Nudibranchia (o.),bfe7d655-3bfa-4783-95cf-d9d1921f8ac5,4,
,2023-07-06 07:09:59 UTC,2104,No,TEL-2023-010,,,,,,51,Octopus (Bathypolypus sp.),138265,4508,Octopus (Bathypolypus sp.),Poulpes (Bathypolypus sp.),Bathypolypus sp.,72243fbc-9075-11ec-8fd9-a08cfde36583,17,
,2023-07-06 07:01:38 UTC,2086,No,TEL-2023-010,,,,,,51,Common starfish,123776,6111,Common starfish,Étoile de mer commune,Asterias rubens,721edd7b-fea1-42e7-bfbc-71f3d51f13f5,3,
,2023-07-06 07:03:01 UTC,2089,No,TEL-2023-010,,,,,,51,solaster,123338,6122,solaster,NA,solaster,5c451b06-fa8d-11ec-a081-a08cfde36583,1,
,2023-07-06 07:05:57 UTC,2094,No,TEL-2023-010,,,,,,51,Poraniomorpha (Poraniomorpha) hispida,125170,6129,Poraniomorpha (Poraniomorpha) hispida,Poraniomorpha (Poraniomorpha) hispida,Poraniomorpha (Poraniomorpha) hispida,bf7884ac-487e-4821-a2bc-2aaf813c9ffc,1,
,2023-07-06 07:12:10 UTC,2105,No,TEL-2023-010,,,,,,51,Sea Cucumbers unidentified (Holothuroidea),123083,6600,Sea Cucumbers unidentified (Holothuroidea),Holothuries non-spécifié (Holothuroidea),Holothuroidea (c.),83d3cfa4-75e1-494f-8f23-4105f8f71f06,3,
,2023-07-06 07:08:32 UTC,2100,No,TEL-2023-010,,,,,,51,Hormathia unidentified,100757,8316,Hormathia unidentified,Hormathia non-spécifié,Hormathia sp.,6a3f548f-a7f6-4199-ba8e-934cbc2e97db,1,
,2023-07-06 07:03:43 UTC,2090,No,TEL-2023-010,,,,,,51,Sea Pen (P. aculeata),128515,8367,Sea Pen (P. aculeata),Plume de mer (P. aculeata),Pennatula aculeata,2f9985be-dbe1-11ec-bdaf-a08cfde36583,7,
,2023-07-06 11:12:22 UTC,2121,No,TEL-2023-010,,,,,,52,HADDOCK,126437,11,HADDOCK,Aiglefin,Melanogrammus aeglefinus,2a595a64-620c-4678-838e-d69cc81ffecd,,
,2023-07-06 11:04:36 UTC,2109,No,TEL-2023-010,,,,,,52,WHITE HAKE,126504,12,WHITE HAKE,Merluche blanche,Urophycis tenuis,8e60de8c-89fd-416d-8d5d-9f9e6d72c47c,,
,2023-07-06 11:06:37 UTC,2113,No,TEL-2023-010,,,,,,52,SQUIRREL OR RED HAKE,126503,13,SQUIRREL OR RED HAKE,Merluche-écureuil,Urophycis chuss,5976e380-8d3d-4038-8806-83434953a43a,,
,2023-07-06 11:03:49 UTC,2106,No,TEL-2023-010,,,,,,52,SILVER HAKE,158962,14,SILVER HAKE,Merlu argenté,Merluccius bilinearis,23d02f66-fed3-41f2-b392-02acd2e705f7,,
,2023-07-06 11:07:19 UTC,2115,No,TEL-2023-010,,,,,,52,CUSK,126447,15,CUSK,Brosme,Brosme brosme,6f4d6486-93ff-4f01-ba6a-7c6d1566fa31,,
,2023-07-06 11:06:46 UTC,2114,No,TEL-2023-010,,,,,,52,POLLOCK,126441,16,POLLOCK,Goberge,Pollachius virens,12868fea-63cc-4e2a-8ac6-8ef21ba5eca1,,
,2023-07-06 11:05:59 UTC,2110,No,TEL-2023-010,,,,,,52,REDFISH UNSEPARATED,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b,,
,2023-07-06 11:04:26 UTC,2108,No,TEL-2023-010,,,,,,52,HERRING ATLANTIC,126417,60,HERRING ATLANTIC,Hareng atlantique,Clupea harengus,5d02abb7-3748-44b9-83cf-d72cdeaa02ac,,
,2023-07-06 11:07:41 UTC,2116,No,TEL-2023-010,,,,,,52,SHAD AMERICAN,158670,61,SHAD AMERICAN,Alose savoureuse,Alosa sapidissima,70a39611-09c3-4905-bcc1-c06548fbf372,,
,2023-07-06 11:04:14 UTC,2107,No,TEL-2023-010,,,,,,52,ALEWIFE,158669,62,ALEWIFE,Gaspereau,Alosa pseudoharengus,34ce3029-ca39-4e4d-8e6a-b5bde509b173,,
,2023-07-06 11:47:16 UTC,2139,No,TEL-2023-010,,,,,,52,BLUEBACK HERRING,158667,165,BLUEBACK HERRING,Alose d'été,Alosa aestivalis,312c83bf-7862-4493-b82c-c47ce623266f,,
,2023-07-06 11:06:21 UTC,2112,No,TEL-2023-010,,,,,,52,SPINY DOGFISH,105923,220,SPINY DOGFISH,Aiguillat commun,Squalus acanthias,1e170cdf-4f3b-47c9-bad4-64947d79bd6c,,
,2023-07-06 11:25:46 UTC,2129,No,TEL-2023-010,,,,,,52,SEA SQUIRTS,103483,1821,SEA SQUIRTS,Ascidie non-spécifié (Ascidia sp.),Ascidia sp.,dfffab0a-2802-4e0e-aca8-d8829f1b0a58,3,
,2023-07-06 11:17:07 UTC,2122,No,TEL-2023-010,,,,,,52,Similar shrimp,158351,2213,Similar shrimp,Crevette (A. propinqvus),Atlantopandalus propinqvus,7274fcc3-2cbf-4043-a480-348393883ea9,81,
,2023-07-06 11:18:33 UTC,2123,No,TEL-2023-010,,,,,,52,Pink glass shrimp,107676,2221,Pink glass shrimp,Sivade rose (Crevette blanche),Pasiphaea multidentata,a041bed4-9c9a-4ce1-8614-7f7505772d9f,170,
,2023-07-06 11:11:27 UTC,2120,No,TEL-2023-010,,,,,,52,Norwegian shrimp,107563,2415,Norwegian shrimp,Crevette (P. norvegicus),Pontophilus norvegicus,b848c7a9-1de9-4f8b-9ebb-86ee4ce2686d,3,
,2023-07-06 11:42:05 UTC,2138,No,TEL-2023-010,,,,,,52,JONAH CRAB,158056,2511,JONAH CRAB,Crabe tourteau boreal,Cancer borealis,cdfcf0a9-f001-42b3-b1d4-6864a26ff297,,
,2023-07-06 11:39:12 UTC,2137,No,TEL-2023-010,,,,,,52,NORTHERN STONE CRAB,107205,2523,NORTHERN STONE CRAB,Crabe épineux du Nord,Lithodes maja,555d8971-6fa1-4fec-97ea-8f790c961a24,,
,2023-07-06 11:06:12 UTC,2111,No,TEL-2023-010,,,,,,52,AMERICAN LOBSTER,156134,2550,AMERICAN LOBSTER,Homard américain,Homarus americanus,fa1d2e4f-ecf5-414f-a342-c3aa3c346bd2,,
,2023-07-06 11:21:27 UTC,2124,No,TEL-2023-010,,,,,,52,NORTHERN KRILL,110690,2611,NORTHERN KRILL,Krill norvégien,Meganyctiphanes norvegica,38e44e47-d727-46ce-9d86-19d72b2c8e56,13,
,2023-07-06 11:27:48 UTC,2131,No,TEL-2023-010,,,,,,52,BRISTLE WORMS,883,3100,BRISTLE WORMS,Polychète non spécifié (Polychaeta),Polychaeta (c.),6e0af470-c12f-4fb0-a6b2-c1774f8dde38,14,
,2023-07-06 11:26:58 UTC,2130,No,TEL-2023-010,,,,,,52,Sea mouse unidentified,938,3210,Sea mouse unidentified,Sea mouse non-spécifié,Aphroditidae (f.),6566621e-0d5f-4215-9420-5e902117e5ed,1,
,2023-07-06 11:08:59 UTC,2117,No,TEL-2023-010,,,,,,52,SEA SLUGS,1762,4400,SEA SLUGS,Nudibranche non-spécifié (Nudibranchia),Nudibranchia (o.),bfe7d655-3bfa-4783-95cf-d9d1921f8ac5,11,
,2023-07-06 11:32:28 UTC,2133,No,TEL-2023-010,,,,,,52,Octopus (Bathypolypus sp.),138265,4508,Octopus (Bathypolypus sp.),Poulpes (Bathypolypus sp.),Bathypolypus sp.,72243fbc-9075-11ec-8fd9-a08cfde36583,26,
,2023-07-06 11:28:22 UTC,2132,No,TEL-2023-010,,,,,,52,SHORT-FIN SQUID,153087,4511,SHORT-FIN SQUID,Encornet rouge nordique,Illex illecebrosus,a34b02ba-08d9-449c-ae3a-895ecbf356f7,,
,2023-07-06 11:24:03 UTC,2127,No,TEL-2023-010,,,,,,52,PULVILIS,125166,6102,PULVILIS,NA,Porania (Porania) pulvillus,573c78b4-fa8d-11ec-a081-a08cfde36583,3,
,2023-07-06 11:34:44 UTC,2134,No,TEL-2023-010,,,,,,52,Common starfish,123776,6111,Common starfish,Étoile de mer commune,Asterias rubens,721edd7b-fea1-42e7-bfbc-71f3d51f13f5,98,
,2023-07-06 11:23:44 UTC,2126,No,TEL-2023-010,,,,,,52,BLOOD STAR  GENUS; INCL HENRICA SP,123276,6118,BLOOD STAR  GENUS; INCL HENRICA SP,Étoiles de mer sanguine (Henricia sp.),Henricia sp.,f974059b-1e00-4bd9-91ca-30cca314741b,3,
,2023-07-06 11:10:13 UTC,2118,No,TEL-2023-010,,,,,,52,Sea Star (P. pulvillus),124151,6126,Sea Star (P. pulvillus),Étoile de mer (P. pulvillus),Pteraster pulvillus,7224ab42-9075-11ec-8fd9-a08cfde36583,3,
,2023-07-06 11:22:53 UTC,2125,No,TEL-2023-010,,,,,,52,Poraniomorpha (Poraniomorpha) hispida,125170,6129,Poraniomorpha (Poraniomorpha) hispida,Poraniomorpha (Poraniomorpha) hispida,Poraniomorpha (Poraniomorpha) hispida,bf7884ac-487e-4821-a2bc-2aaf813c9ffc,17,
,2023-07-06 11:10:47 UTC,2119,No,TEL-2023-010,,,,,,52,Sea Anemones unidentified (Bolocera sp.),100698,8317,Sea Anemones unidentified (Bolocera sp.),Anémones de mer non-spécifié (Bolocera sp.),Bolocera sp.,5ea9bbd0-df09-4a32-93e9-058c252befdf,1,
,2023-07-06 11:37:40 UTC,2136,No,TEL-2023-010,,,,,,52,Paramuricea unidentified,125311,8333,Paramuricea unidentified,Paramuricea non-spécifié,Paramuricea sp.,cb4fbd52-97ab-4c72-8b71-dd4e996f1680,,
,2023-07-06 11:25:19 UTC,2128,No,TEL-2023-010,,,,,,52,Sea Pen (P. aculeata),128515,8367,Sea Pen (P. aculeata),Plume de mer (P. aculeata),Pennatula aculeata,2f9985be-dbe1-11ec-bdaf-a08cfde36583,13,
,2023-07-06 11:36:29 UTC,2135,No,TEL-2023-010,broken parts of a larger sponge,,,,,52,RUSSIAN HATS; POURTALESI,172121,8601,RUSSIAN HATS; POURTALESI,Vazella pourtalesii,Vazella pourtalesii,e53c24d9-c269-4645-97c7-0db832187cd8,,
,2023-07-06 15:08:02 UTC,2144,No,TEL-2023-010,,,,,,53,WHITE HAKE,126504,12,WHITE HAKE,Merluche blanche,Urophycis tenuis,8e60de8c-89fd-416d-8d5d-9f9e6d72c47c,,
,2023-07-06 15:07:54 UTC,2143,No,TEL-2023-010,,,,,,53,SQUIRREL OR RED HAKE,126503,13,SQUIRREL OR RED HAKE,Merluche-écureuil,Urophycis chuss,5976e380-8d3d-4038-8806-83434953a43a,,
,2023-07-06 15:07:21 UTC,2141,No,TEL-2023-010,,,,,,53,SILVER HAKE,158962,14,SILVER HAKE,Merlu argenté,Merluccius bilinearis,23d02f66-fed3-41f2-b392-02acd2e705f7,,
,2023-07-06 15:07:43 UTC,2142,No,TEL-2023-010,,,,,,53,POLLOCK,126441,16,POLLOCK,Goberge,Pollachius virens,12868fea-63cc-4e2a-8ac6-8ef21ba5eca1,,
,2023-07-06 15:08:14 UTC,2145,No,TEL-2023-010,,,,,,53,REDFISH UNSEPARATED,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b,,
,2023-07-06 15:08:54 UTC,2149,No,TEL-2023-010,,,,,,53,HERRING ATLANTIC,126417,60,HERRING ATLANTIC,Hareng atlantique,Clupea harengus,5d02abb7-3748-44b9-83cf-d72cdeaa02ac,,
,2023-07-06 15:08:33 UTC,2147,No,TEL-2023-010,,,,,,53,ALEWIFE,158669,62,ALEWIFE,Gaspereau,Alosa pseudoharengus,34ce3029-ca39-4e4d-8e6a-b5bde509b173,,
,2023-07-06 15:22:05 UTC,2169,No,TEL-2023-010,,,,,,53,LANTERNFISH,125498,150,LANTERNFISH,Poissons-lanterne non-spécifié (Myctophidae),Myctophidae sp.,96a8fc77-7bff-498e-867e-28867677cb8f,,
,2023-07-06 15:09:02 UTC,2150,No,TEL-2023-010,,,,,,53,BARNDOOR SKATE,158548,200,BARNDOOR SKATE,Grande raie,Dipturus laevis,16cc1a43-db69-47ba-a541-f0ad36aff5e8,,
,2023-07-06 15:08:44 UTC,2148,No,TEL-2023-010,,,,,,53,SPINY DOGFISH,105923,220,SPINY DOGFISH,Aiguillat commun,Squalus acanthias,1e170cdf-4f3b-47c9-bad4-64947d79bd6c,,
,2023-07-06 15:23:14 UTC,2172,No,TEL-2023-010,,,,,,53,FAWN CUSK EEL,158762,650,FAWN CUSK EEL,Donzelle fauve,Lepophidium profundorum,63e655e0-c215-4f8d-b358-20e8ce20ff04,,
,2023-07-06 15:22:31 UTC,2170,No,TEL-2023-010,,,,,,53,WHITE BARRACUDINA; NOTOLEPIS RISSOI,126352,712,WHITE BARRACUDINA; NOTOLEPIS RISSOI,Lussion blanc,Arctozenus risso,2f9622a3-854c-48a5-82e6-ee88d3fce959,,
,2023-07-06 15:17:33 UTC,2163,No,TEL-2023-010,,,,,,53,Similar shrimp,158351,2213,Similar shrimp,Crevette (A. propinqvus),Atlantopandalus propinqvus,7274fcc3-2cbf-4043-a480-348393883ea9,18,
,2023-07-06 15:16:18 UTC,2160,No,TEL-2023-010,,,,,,53,Pink glass shrimp,107676,2221,Pink glass shrimp,Sivade rose (Crevette blanche),Pasiphaea multidentata,a041bed4-9c9a-4ce1-8614-7f7505772d9f,860,
,2023-07-06 15:18:09 UTC,2165,No,TEL-2023-010,,,,,,53,Sevenspine bay shrimp,158355,2417,Sevenspine bay shrimp,Crevette grise,Crangon septemspinosa,c184ad6b-92d0-45a8-a80c-17a44235221c,12,
,2023-07-06 15:07:03 UTC,2140,No,TEL-2023-010,,,,,,53,JONAH CRAB,158056,2511,JONAH CRAB,Crabe tourteau boreal,Cancer borealis,cdfcf0a9-f001-42b3-b1d4-6864a26ff297,,
,2023-07-06 15:08:25 UTC,2146,No,TEL-2023-010,,,,,,53,AMERICAN LOBSTER,156134,2550,AMERICAN LOBSTER,Homard américain,Homarus americanus,fa1d2e4f-ecf5-414f-a342-c3aa3c346bd2,,
,2023-07-06 15:20:42 UTC,2167,No,TEL-2023-010,,,,,,53,BRISTLE WORMS,883,3100,BRISTLE WORMS,Polychète non spécifié (Polychaeta),Polychaeta (c.),6e0af470-c12f-4fb0-a6b2-c1774f8dde38,2,
,2023-07-06 15:14:37 UTC,2157,No,TEL-2023-010,,,,,,53,BUSHY BACKSLUG,137885,4410,BUSHY BACKSLUG,Nudibranche non-spécifié (Dendronotus sp.),Dendronotus sp.,e4ae8418-d52b-46f0-b466-ac490981dd76,,
,2023-07-06 15:17:35 UTC,2164,No,TEL-2023-010,,,,,,53,SHORT-FIN SQUID,153087,4511,SHORT-FIN SQUID,Encornet rouge nordique,Illex illecebrosus,a34b02ba-08d9-449c-ae3a-895ecbf356f7,,
,2023-07-06 15:18:53 UTC,2166,No,TEL-2023-010,,,,,,53,OCTOPUS,11718,4521,OCTOPUS,Pieuvre non-spécifié,Octopoda (o.),9379c9c5-9f91-46c3-89ef-aedcf996c1f6,6,
,2023-07-06 15:15:26 UTC,2158,No,TEL-2023-010,,,,,,53,"Lesser Shining Bobtail, Lesser Bobtail Squid",157036,4522,"Lesser Shining Bobtail, Lesser Bobtail Squid",Sépiole calamarette,Semirossia tenera,0ef42b45-c103-4dad-8f5d-bfe3969186dc,1,
,2023-07-06 15:20:49 UTC,2168,No,TEL-2023-010,,,,,,53,Common starfish,123776,6111,Common starfish,Étoile de mer commune,Asterias rubens,721edd7b-fea1-42e7-bfbc-71f3d51f13f5,32,
,2023-07-06 15:09:29 UTC,2151,No,TEL-2023-010,,,,,,53,BLOOD STAR  GENUS; INCL HENRICA SP,123276,6118,BLOOD STAR  GENUS; INCL HENRICA SP,Étoiles de mer sanguine (Henricia sp.),Henricia sp.,f974059b-1e00-4bd9-91ca-30cca314741b,2,
,2023-07-06 15:12:39 UTC,2155,No,TEL-2023-010,,,,,,53,Sea Star (P. militaris),124147,6125,Sea Star (P. militaris),Étoile de mer (P. militaris),Pteraster militaris,83ab2ac2-47b6-4f3d-9ca5-a139f418161f,1,
,2023-07-06 15:16:37 UTC,2161,No,TEL-2023-010,,,,,,53,Sea Star (P. pulvillus),124151,6126,Sea Star (P. pulvillus),Étoile de mer (P. pulvillus),Pteraster pulvillus,7224ab42-9075-11ec-8fd9-a08cfde36583,1,
,2023-07-06 15:12:10 UTC,2154,No,TEL-2023-010,,,,,,53,Poraniomorpha (Poraniomorpha) hispida,125170,6129,Poraniomorpha (Poraniomorpha) hispida,Poraniomorpha (Poraniomorpha) hispida,Poraniomorpha (Poraniomorpha) hispida,bf7884ac-487e-4821-a2bc-2aaf813c9ffc,2,
,2023-07-06 15:10:33 UTC,2152,No,TEL-2023-010,,,,,,53,Pontaster unidentified,123244,6133,Pontaster unidentified,NA,Pontaster sp.,5ecc8f38-fa8d-11ec-a081-a08cfde36583,1,
,2023-07-06 15:11:13 UTC,2153,No,TEL-2023-010,,,,,,53,Astropecten americanus,158490,6136,Astropecten americanus,,Astropecten americanus,9eb8b50e-6a91-482c-a032-7f00d3c155ab,1,
,2023-07-06 15:23:31 UTC,2173,No,TEL-2023-010,,,,,,53,BRITTLE STAR,123084,6200,BRITTLE STAR,Ophiures non-spécifié (Ophiuroidea),Ophiuroidea (c.),c98d6152-aa15-4339-ac1e-0594a5ef7eca,1,
,2023-07-06 15:23:03 UTC,2171,No,TEL-2023-010,,,,,,53,SARSI,124934,6213,SARSI,Ophiure de Sars,Ophiura sarsii,1ad11577-fb0d-4911-8807-119aa7a4dc17,9,
,2023-07-06 15:15:49 UTC,2159,No,TEL-2023-010,,,,,,53,Sea Anemones unidentified (Bolocera sp.),100698,8317,Sea Anemones unidentified (Bolocera sp.),Anémones de mer non-spécifié (Bolocera sp.),Bolocera sp.,5ea9bbd0-df09-4a32-93e9-058c252befdf,2,
,2023-07-06 15:13:25 UTC,2156,No,TEL-2023-010,,,,,,53,Sea Pen (P. aculeata),128515,8367,Sea Pen (P. aculeata),Plume de mer (P. aculeata),Pennatula aculeata,2f9985be-dbe1-11ec-bdaf-a08cfde36583,1,
,2023-07-06 15:17:09 UTC,2162,No,TEL-2023-010,,,,,,53,SPONGES,558,8600,SPONGES,Éponges non-spécifié (Porifera),Porifera,858f3ad6-aa57-4ad2-80ee-710fc5683ade,,
,2023-07-06 23:59:18 UTC,2188,No,TEL-2023-010,,,,,,54,WHITE HAKE,126504,12,WHITE HAKE,Merluche blanche,Urophycis tenuis,8e60de8c-89fd-416d-8d5d-9f9e6d72c47c,,
,2023-07-06 23:59:44 UTC,2191,No,TEL-2023-010,,,,,,54,SQUIRREL OR RED HAKE,126503,13,SQUIRREL OR RED HAKE,Merluche-écureuil,Urophycis chuss,5976e380-8d3d-4038-8806-83434953a43a,,
,2023-07-06 23:50:16 UTC,2174,No,TEL-2023-010,,,,,,54,SILVER HAKE,158962,14,SILVER HAKE,Merlu argenté,Merluccius bilinearis,23d02f66-fed3-41f2-b392-02acd2e705f7,,
,2023-07-06 23:51:03 UTC,2178,No,TEL-2023-010,,,,,,54,POLLOCK,126441,16,POLLOCK,Goberge,Pollachius virens,12868fea-63cc-4e2a-8ac6-8ef21ba5eca1,,
,2023-07-06 23:51:23 UTC,2180,No,TEL-2023-010,,,,,,54,REDFISH UNSEPARATED,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b,,
,2023-07-07 00:16:03 UTC,2202,No,TEL-2023-010,,,,,,54,LONGFIN HAKE; UROPHYCIS,158988,112,LONGFIN HAKE; UROPHYCIS,Merluche à longues nageoires,Phycis chesteri,175992f4-ef1b-4a3a-92e6-50de9d1467ee,,
