6929a6fc67a78b43d782e24b4c5e9f79	gi|1790179376|dbj|LC493910.1|	100.000	1.24e-93	192	Sebastes mentella	bony fishes	deepwater redfish
177a215544aae16154ce1b2d03cd5f0f	gi|11119792|gb|AF243985.1|	98.446	3.48e-89	193	Scomberesox saurus	bony fishes	Scomberesox saurus
e933ce252a32c140103fa80049144254	gi|50812989|gb|AY539034.2|	99.476	2.06e-91	191	Hemitripterus americanus	bony fishes	sea raven
6646472f24ba711133b1f5c4a23569f4	gi|612390174|ref|XM_007510547.1|	97.931	1.78e-62	145	Bathycoccus prasinos	green algae	Bathycoccus prasinos
6646472f24ba711133b1f5c4a23569f4	gi|612390174|ref|XM_007510547.1|	100.000	4.03e-29	76	Bathycoccus prasinos	green algae	Bathycoccus prasinos
83529d8bd56faa2fdbdda92feda56639	gi|1622448414|gb|MH319449.1|	100.000	4.42e-93	191	Gobio gobio	bony fishes	gudgeon
e556438bee8169ce1393ed3efaf00563	gi|431111|gb|L26348.1|SASRRNAA1A	97.738	3.07e-100	221	Saccoglossus bromophenolosus	hemichordates	Saccoglossus bromophenolosus
fad0f698c8a0270b2022ad09dc786faf	gi|134261173|gb|EF458398.1|	95.833	9.70e-80	192	Liparis florae	bony fishes	tidepool snailfish
6ec05398107d9d293dfab4af6b529938	gi|1790179376|dbj|LC493910.1|	99.479	5.75e-92	192	Sebastes mentella	bony fishes	deepwater redfish
953cee254948cf9e1e50050be832e392	gi|1790179376|dbj|LC493910.1|	100.000	1.24e-93	192	Sebastes mentella	bony fishes	deepwater redfish
8d04fde5717597ed6114a6f59f016cca	gi|1798174171|gb|MN122873.1|	99.479	5.75e-92	192	Pleuronectes platessa	bony fishes	European plaice
5f780076f2a34363ff5e0bf950f1a0e4	gi|11119792|gb|AF243985.1|	99.482	1.61e-92	193	Scomberesox saurus	bony fishes	Scomberesox saurus
69cd6f11de969ae7b9cf4af9318c0e7f	gi|11119792|gb|AF243985.1|	99.482	1.61e-92	193	Scomberesox saurus	bony fishes	Scomberesox saurus
967074e18643d86e94f9ffa4879610d9	gi|1799624477|gb|MN122852.1|	99.476	2.06e-91	191	Gadus morhua	bony fishes	Atlantic cod
2b30a663ae4a33183435951bddae3324	gi|1799624491|gb|MN122853.1|	99.487	1.26e-93	195	Scomber scombrus	bony fishes	Atlantic mackerel
850846f18d1fa2d3b06ea1f70618622e	gi|1790179336|dbj|LC493907.1|	100.000	4.42e-93	191	Triglops murrayi	bony fishes	moustache sculpin
85bb625d1a5765969fa2acaab49f6aa4	gi|50812989|gb|AY539034.2|	100.000	4.42e-93	191	Hemitripterus americanus	bony fishes	sea raven
