0a51168a29119e74e17881d69c9b4814	gi|1799624616|gb|MN122931.1|	100.000	1.76e-87	181	Clupea harengus	bony fishes	Atlantic herring
0a51168a29119e74e17881d69c9b4814	gi|1517391475|gb|MH194498.2|	100.000	1.76e-87	181	Clupea harengus	bony fishes	Atlantic herring
0a51168a29119e74e17881d69c9b4814	gi|2018537065|gb|MW818226.1|	100.000	1.76e-87	181	Clupea harengus	bony fishes	Atlantic herring
0a51168a29119e74e17881d69c9b4814	gi|2018537050|gb|MW818211.1|	100.000	1.76e-87	181	Clupea harengus	bony fishes	Atlantic herring
0a51168a29119e74e17881d69c9b4814	gi|426260619|gb|KC193777.1|	100.000	1.76e-87	181	Clupea harengus	bony fishes	Atlantic herring
836bc25816eb38bcc28793fc2c7b962f	gi|1858626016|gb|MN849868.1|	99.444	2.68e-85	180	Homo sapiens	primates	human
836bc25816eb38bcc28793fc2c7b962f	gi|1858626002|gb|MN849867.1|	99.444	2.68e-85	180	Homo sapiens	primates	human
836bc25816eb38bcc28793fc2c7b962f	gi|1858625988|gb|MN849866.1|	99.444	2.68e-85	180	Homo sapiens	primates	human
836bc25816eb38bcc28793fc2c7b962f	gi|1858625974|gb|MN849865.1|	99.444	2.68e-85	180	Homo sapiens	primates	human
836bc25816eb38bcc28793fc2c7b962f	gi|1858625960|gb|MN849864.1|	99.444	2.68e-85	180	Homo sapiens	primates	human
453e7bd8fb932664d1d51ab0be1780cd	gi|2095925523|gb|OK172578.1|	100.000	2.06e-86	179	Tautogolabrus adspersus	bony fishes	cunner
453e7bd8fb932664d1d51ab0be1780cd	gi|2030285394|gb|MW630161.1|	100.000	2.06e-86	179	Tautogolabrus adspersus	bony fishes	cunner
453e7bd8fb932664d1d51ab0be1780cd	gi|33569528|gb|AY279649.1|	100.000	2.06e-86	179	Tautogolabrus adspersus	bony fishes	cunner
453e7bd8fb932664d1d51ab0be1780cd	gi|2281899859|dbj|LC545442.1|	97.159	2.09e-76	176	Ctenolabrus rupestris	bony fishes	goldsinny wrasse
453e7bd8fb932664d1d51ab0be1780cd	gi|2018537071|gb|MW818232.1|	97.159	2.09e-76	176	Ctenolabrus rupestris	bony fishes	goldsinny wrasse
454ab7c1f5411663c79f514db60782ea	gi|1858626016|gb|MN849868.1|	99.444	2.66e-85	180	Homo sapiens	primates	human
454ab7c1f5411663c79f514db60782ea	gi|1858626002|gb|MN849867.1|	99.444	2.66e-85	180	Homo sapiens	primates	human
454ab7c1f5411663c79f514db60782ea	gi|1858625988|gb|MN849866.1|	99.444	2.66e-85	180	Homo sapiens	primates	human
454ab7c1f5411663c79f514db60782ea	gi|1858625974|gb|MN849865.1|	99.444	2.66e-85	180	Homo sapiens	primates	human
454ab7c1f5411663c79f514db60782ea	gi|1858625960|gb|MN849864.1|	99.444	2.66e-85	180	Homo sapiens	primates	human
ea9f58391b2659b599699143c9628de6	gi|426260255|gb|KC193751.1|	100.000	1.70e-87	181	Clupea harengus	bony fishes	Atlantic herring
ea9f58391b2659b599699143c9628de6	gi|426260171|gb|KC193745.1|	100.000	1.70e-87	181	Clupea harengus	bony fishes	Atlantic herring
ea9f58391b2659b599699143c9628de6	gi|1799624616|gb|MN122931.1|	99.448	7.92e-86	181	Clupea harengus	bony fishes	Atlantic herring
ea9f58391b2659b599699143c9628de6	gi|1517391475|gb|MH194498.2|	99.448	7.92e-86	181	Clupea harengus	bony fishes	Atlantic herring
ea9f58391b2659b599699143c9628de6	gi|2018537065|gb|MW818226.1|	99.448	7.92e-86	181	Clupea harengus	bony fishes	Atlantic herring
128a9d3b237c9c30fd8659d8f39eae88	gi|1790179280|dbj|LC493903.1|	100.000	7.12e-86	178	Anarhichas denticulatus	bony fishes	northern wolffish
128a9d3b237c9c30fd8659d8f39eae88	gi|1790179266|dbj|LC493902.1|	100.000	7.12e-86	178	Anarhichas lupus	bony fishes	Atlantic wolffish
128a9d3b237c9c30fd8659d8f39eae88	gi|1084353640|gb|KX118041.1|	100.000	7.12e-86	178	Anarhichas denticulatus	bony fishes	northern wolffish
128a9d3b237c9c30fd8659d8f39eae88	gi|1084353626|gb|KX118040.1|	100.000	7.12e-86	178	Anarhichas denticulatus	bony fishes	northern wolffish
128a9d3b237c9c30fd8659d8f39eae88	gi|1084353612|gb|KX118039.1|	100.000	7.12e-86	178	Anarhichas denticulatus	bony fishes	northern wolffish
e078f574d01baa727685ccf8bde028f7	gi|1858626016|gb|MN849868.1|	99.444	2.64e-85	180	Homo sapiens	primates	human
e078f574d01baa727685ccf8bde028f7	gi|1858626002|gb|MN849867.1|	99.444	2.64e-85	180	Homo sapiens	primates	human
e078f574d01baa727685ccf8bde028f7	gi|1858625988|gb|MN849866.1|	99.444	2.64e-85	180	Homo sapiens	primates	human
e078f574d01baa727685ccf8bde028f7	gi|1858625974|gb|MN849865.1|	99.444	2.64e-85	180	Homo sapiens	primates	human
e078f574d01baa727685ccf8bde028f7	gi|1858625960|gb|MN849864.1|	99.444	2.64e-85	180	Homo sapiens	primates	human
8316580024145eddc1d2ca3647e3d175	gi|1714236267|ref|NC_044103.1|	92.366	6.21e-42	131	Puccinia triticina	rust fungi	Puccinia triticina
8316580024145eddc1d2ca3647e3d175	gi|2414088691|gb|CP110441.1|	95.614	6.21e-42	114	Puccinia triticina	rust fungi	Puccinia triticina
8316580024145eddc1d2ca3647e3d175	gi|2413979308|gb|CP110423.1|	95.614	6.21e-42	114	Puccinia triticina	rust fungi	Puccinia triticina
8316580024145eddc1d2ca3647e3d175	gi|1804583978|gb|MN746374.1|	92.188	8.04e-41	128	Puccinia striiformis f. sp. tritici	rust fungi	Puccinia striiformis f. sp. tritici
8316580024145eddc1d2ca3647e3d175	gi|1511253868|ref|NC_039655.1|	92.188	8.04e-41	128	Puccinia striiformis f. sp. tritici	rust fungi	Puccinia striiformis f. sp. tritici
37006936729a3adf84ccaed358a806e5	gi|1714236267|ref|NC_044103.1|	92.366	6.21e-42	131	Puccinia triticina	rust fungi	Puccinia triticina
37006936729a3adf84ccaed358a806e5	gi|2414088691|gb|CP110441.1|	95.614	6.21e-42	114	Puccinia triticina	rust fungi	Puccinia triticina
37006936729a3adf84ccaed358a806e5	gi|2413979308|gb|CP110423.1|	95.614	6.21e-42	114	Puccinia triticina	rust fungi	Puccinia triticina
37006936729a3adf84ccaed358a806e5	gi|1804583978|gb|MN746374.1|	92.188	8.04e-41	128	Puccinia striiformis f. sp. tritici	rust fungi	Puccinia striiformis f. sp. tritici
37006936729a3adf84ccaed358a806e5	gi|1511253868|ref|NC_039655.1|	92.188	8.04e-41	128	Puccinia striiformis f. sp. tritici	rust fungi	Puccinia striiformis f. sp. tritici
e0791c6ce24011996cf0354570e17958	gi|1337993088|gb|MG570438.1|	100.000	3.07e-84	175	Notemigonus crysoleucas	bony fishes	golden shiner
e0791c6ce24011996cf0354570e17958	gi|1337992948|gb|MG570428.1|	100.000	3.07e-84	175	Notemigonus crysoleucas	bony fishes	golden shiner
e0791c6ce24011996cf0354570e17958	gi|1337992906|gb|MG570425.1|	100.000	3.07e-84	175	Notemigonus crysoleucas	bony fishes	golden shiner
e0791c6ce24011996cf0354570e17958	gi|2591501560|gb|OR552031.1|	100.000	3.07e-84	175	Notemigonus crysoleucas	bony fishes	golden shiner
e0791c6ce24011996cf0354570e17958	gi|770591879|gb|KP013116.1|	100.000	3.07e-84	175	Notemigonus crysoleucas	bony fishes	golden shiner
4d317aa8aec1f2101ce44f2f9f50371f	gi|1337993088|gb|MG570438.1|	99.429	1.43e-82	175	Notemigonus crysoleucas	bony fishes	golden shiner
4d317aa8aec1f2101ce44f2f9f50371f	gi|1337992948|gb|MG570428.1|	99.429	1.43e-82	175	Notemigonus crysoleucas	bony fishes	golden shiner
4d317aa8aec1f2101ce44f2f9f50371f	gi|1337992906|gb|MG570425.1|	99.429	1.43e-82	175	Notemigonus crysoleucas	bony fishes	golden shiner
