ad8d535027369198b43baa8c55911e34	 The query sequence is too far from the reference dataset!						
37a05ab1a9a69ec1b077c7c5144d7602	Rough Family:Clupeidae	Rough Genus:Brevoortia	Clupeidae_Brevoortia_tyrannus_12S	MD:0.542159	This species has only one sequence in the reference dataset, no theta1.		
83d195f95457910b96e2b9bb0be30b9a	 The query sequence is too far from the reference dataset!						
d5621f6e43752ea55fffc4b2377243be	Rough Family:Cyematidae	Rough Genus:Neocyema	Cyematidae_Neocyema_erythrosoma_12S	MD:0.817481	This genus has only one species in the reference dataset, no theta2.		
5e8f8e5c9b57f06434b9f4e4211bd5d5	Rough Family:Clupeidae	Rough Genus:Clupea	Clupeidae_Clupea_harengus_12S	FMF:1	MD:1e-06	Theta1:0.0189149	Theta2:0.0189149
141c4a557ea7894535b0a307eb196383	 The query sequence is too far from the reference dataset!						
729a3e556f6c4541f99c1825a352278a	 The query sequence is too far from the reference dataset!						
d540c08469c2d76d71cde05b42b09f6a	Rough Family:Belonidae	Rough Genus:Cololabis	Belonidae_Cololabis_saira_12S	MD:0.0259918	This species has only one sequence in the reference dataset, no theta1.		
3ef1084e56789def385db147dc9bf2d6	 The query sequence is too far from the reference dataset!						
3a3792370051f872b959253ed1a655c0	 The query sequence is too far from the reference dataset!						
3810942ebb0ba68bdd5aa80e828a90c8	Rough Family:Scombridae	Rough Genus:Scomber	Scombridae_Scomber_scombrus_12S	FMF:1	MD:1e-06	Theta1:0.00632336	Theta2:0.0668447
17909430763c2dc99c64ef553fe2cd3c	Rough Family:Paralepididae	Rough Genus:Lestidiops	Paralepididae_Lestidiops_jayakari_12S	MD:0.453116	This species has only one sequence in the reference dataset, no theta1.		
d7ecf1c5863bc00fd8807b828038189e	 The query sequence is too far from the reference dataset!						
913a7592c9ea2fd189c7e911f1fb882b	Rough Family:Cottidae3	Rough Genus:CO3	Cottidae3_CO3_species6_12S	MD:1e-06	This genus has only one species in the reference dataset, no theta2.		
ddd52e262f1a78302f5dcb76420b5f77	Rough Family:Clupeidae	Rough Genus:Clupea	Clupeidae_Clupea_harengus_12S	FMF:1	MD:0.00853638	Theta1:0.0189149	Theta2:0.0189149
3e0d7ce5b6336c7d4374d8e299c3c359	Rough Family:Zoarcidae	Rough Genus:Gymnelus	Zoarcidae_Gymnelus_hemifasciatus_12S	MD:0.00853638	This species has only one sequence in the reference dataset, no theta1.		
8d3c1a8a3333c3a9da9d8f8ca8f8291b	Rough Family:Sebastidae	Rough Genus:Sebastes	Sebastidae_Sebastes_fasciatus_12S	MD:1e-06	This species has only one sequence in the reference dataset, no theta1.		
b9c250710683b98244165d758b0a6ca1	Rough Family:Cyclopteridae2	Rough Genus:CY2	Cyclopteridae2_CY2_species9_12S	MD:0.0442927	This genus has only one species in the reference dataset, no theta2.		
35a3ac5d5f709487f930459921dd9b76	 The query sequence is too far from the reference dataset!						
ce880ea83a15506f7a00e536a0c878b9	 The query sequence is too far from the reference dataset!						
898ba0e806ea3532d52ae8f8a80d0e43	 The query sequence is too far from the reference dataset!						
e8622a61bb9269c8ae7ab5615c97b9d7	 The query sequence is too far from the reference dataset!						
09302c25bcbf952fd8c431e76251c276	Rough Family:Clupeidae1	Rough Genus:CL1	Clupeidae1_CL1_species52_12S	MD:1e-06	This genus has only one species in the reference dataset, no theta2.		
52c27137ecc49ef9415c8540fd29dee8	 The query sequence is too far from the reference dataset!						
6d6bc31b4f3b2323ad116513e0b7b7ba	Rough Family:Paralepididae	Rough Genus:Lestidiops	Paralepididae_Lestidiops_jayakari_12S	MD:0.582666	This species has only one sequence in the reference dataset, no theta1.		
a7b3c1c37a58229bcc17956b6289462e	 The query sequence is too far from the reference dataset!						
78aed9f67eba0f0125bc67379e7cff80	Rough Family:Pleuronectidae	Rough Genus:Pseudopleuronectes	Pleuronectidae_Pseudopleuronectes_americanus_12S	MD:1e-06	This genus has only one species in the reference dataset, no theta2.		
58f954af88cad59b02e726a4301b8566	 The query sequence is too far from the reference dataset!						
ccb19df570aac3eac40ea893398a2e75	 The query sequence is too far from the reference dataset!						
bdea880dc3b8b709eb5b38ef4b35e9fb	 The query sequence is too far from the reference dataset!						
9fbc59cfcc5b97b907c76b131b6034ba	Rough Family:Synodontidae	Rough Genus:Trachinocephalus	Synodontidae_Trachinocephalus_myops_12S	MD:0.486183	This genus has only one species in the reference dataset, no theta2.		
0c985bdbc6908c5b186353d1daee7153	 The query sequence is too far from the reference dataset!						
c745b86314fd6aefcc11f5b60f413fc1	Rough Family:Carangidae	Rough Genus:Selene	Carangidae_Selene_setapinnis_12S	FMF:1	MD:1e-06	Theta1:1e-06	Theta2:0.0192796
bbead1f1f0bddd308a1583460b737229	 The query sequence is too far from the reference dataset!						
d4b0f9196a625eb50e2f994e3181bf3b	Rough Family:Labridae	Rough Genus:Tautogolabrus	Labridae_Tautogolabrus_adspersus_12S	MD:1e-06	This species has only one sequence in the reference dataset, no theta1.		
69a58417682e75a1da424f26ccb10a93	 The query sequence is too far from the reference dataset!						
c760deac45f057e27b2a924894303937	 The query sequence is too far from the reference dataset!						
02ab213458d96a4333bf60e1c1416ecd	 The query sequence is too far from the reference dataset!						
833620269e72a7b4594a66f3883d13e0	Rough Family:Squalidae	Rough Genus:Squalus	Squalidae_Squalus_acanthias_12S	MD:0.441416	This species has only one sequence in the reference dataset, no theta1.		
