494b33aaf1628981f4d53d9180126471	gi|1276727016|gb|KY610661.1|	98.387	9.69E-53	124	Aurelia aurita	jellyfishes
7238cf31ef869780a9b52993e59c04cd	gi|256858038|gb|GQ412296.1|	100	1.61E-55	123	Scomberesox saurus	bony fishes
ad628c4d99e3d276aeb60f2e255b4f5d	gi|1799624491|gb|MN122853.1|	100	1.61E-55	123	Scomber scombrus	bony fishes
9d2f50b5fca4d8c402056a44810c6604	gi|2095140082|gb|OK135323.1|	100	1.61E-55	123	Tautogolabrus adspersus	bony fishes
2172b628aa6b8402be583812b283108f	gi|1691739234|gb|MN097193.1|	100	1.61E-55	123	Myoxocephalus brandtii	bony fishes
d649f5a9d24dc7657e2e7e2af16b890a	gi|1276727016|gb|KY610661.1|	98.374	3.48E-52	123	Aurelia aurita	jellyfishes
29d863072640a6aa9beb0c6279f37692	gi|256858038|gb|GQ412296.1|	100	1.24E-56	125	Scomberesox saurus	bony fishes
70912d95d1c79ac2ffac244633286a6e	gi|2259141778|emb|OW834522.1|	96	2.71E-48	125	uncultured fungus	fungi
ddfd45de204a552e1d8951f0c30e3571	gi|1276727016|gb|KY610661.1|	99.194	2.08E-54	124	Aurelia aurita	jellyfishes
9fe83fe101e39b52b82b53a8bfbc2282	gi|256858038|gb|GQ412296.1|	99.187	7.49E-54	123	Scomberesox saurus	bony fishes
43649b5e07a413967614c554fda23d61	gi|1631891124|gb|MK421413.1|	94.4	2.11E-44	125	Eriocheir sinensis	crustaceans
994ea13844149071fe46aba6eaf07ec3	gi|1799624616|gb|MN122931.1|	100	1.24E-56	125	Clupea harengus	bony fishes
44d92d9f9bf26385b90cc50ab8cc3ca7	gi|1799624491|gb|MN122853.1|	99.187	7.49E-54	123	Scomber scombrus	bony fishes
06feadb5fd05ccb3ac203a60f76fa8a8	gi|336111279|gb|JF488732.1|	98.4	2.69E-53	125	eukaryote SCGC AAA074-O17	eukaryotes
7022397071af0bc4c63084c5142cb628	gi|1799624616|gb|MN122931.1|	99.187	7.49E-54	123	Clupea harengus	bony fishes
46a69141c313494f88984a2bf875c79c	gi|2314982022|ref|NC_066932.1|	100	1.61E-55	123	Pholis ornata	bony fishes
34617136cf406340df91de1e3be1a505	gi|2095140082|gb|OK135323.1|	100	1.24E-56	125	Tautogolabrus adspersus	bony fishes
f727d7927c033e5bc2d59e33288dacaa	gi|815076136|emb|LN735497.3|	100	1.24E-56	125	Picochlorum sp. RCC945	green algae
1018ae1f1dcf759e1411e23564ac958c	gi|1799624477|gb|MN122852.1|	100	1.24E-56	125	Gadus morhua	bony fishes
63b7df5b8208c0d953e6e3cfccd5f6e8	gi|2486668737|gb|OQ819310.1|	100	1.24E-56	125	Scomberesox saurus	bony fishes
b5e52caf0a6fedbcea79b538e88c9d53	gi|1691739234|gb|MN097193.1|	100	1.24E-56	125	Myoxocephalus brandtii	bony fishes
24b280bb3833758c5d009e7e50f333e3	gi|2095140082|gb|OK135323.1|	99.187	7.49E-54	123	Tautogolabrus adspersus	bony fishes
0530cd2dd25b2fd62fc783afe42c85e9	gi|1824663664|ref|NC_046471.1|	100	1.61E-55	123	Hemitripterus villosus	bony fishes
a0c56be1bd4efde03e63150d620e5c3f	gi|1691739234|gb|MN097193.1|	99.187	7.49E-54	123	Myoxocephalus brandtii	bony fishes
10136fe6538dbbe88b3f55f48129d872	gi|2259141778|emb|OW834522.1|	95.2	1.26E-46	125	uncultured fungus	fungi
c2a94897b70f01adc30b750725145b54	gi|1246308944|gb|MF617510.1|	98.387	9.69E-53	124	Encope emarginata	sea urchins
c49504462b44c97b532f5d17425e80be	gi|971455534|emb|LM652107.1|	100	1.24E-56	125	uncultured protist	eukaryotes
32b44f2c395d200f858d94c1cbb09899	gi|1799624491|gb|MN122853.1|	100	1.24E-56	125	Scomber scombrus	bony fishes
33a949cb85d4d073657edfa21b69a675	gi|410060980|gb|JX174058.1|	96.748	7.54E-49	123	uncultured Cymbella	diatoms
1556ae96b68a7373d9ba3574ed987404	gi|2567995825|emb|OY726516.1|	100	1.24E-56	125	Pycnococcus provasolii	green algae
26036adebcb1385760d4b79fe2efffd7	gi|1790179376|dbj|LC493910.1|	100	1.61E-55	123	Sebastes mentella	bony fishes
0261c092688c96cba441ac098ce7c7e6	gi|1798174171|gb|MN122873.1|	100	1.24E-56	125	Pleuronectes platessa	bony fishes
66cc696261ae36a95574934892d08cf0	gi|1642520750|ref|NC_042186.1|	100	1.24E-56	125	Myoxocephalus scorpius	bony fishes
e2c23f0625434cd3b851c1807713393a	gi|1799624616|gb|MN122931.1|	99.2	5.79E-55	125	Clupea harengus	bony fishes
403b1367c339d7dfa4f063135e3562a2	gi|1840514286|gb|MK936042.1|	100	1.61E-55	123	Megalocottus platycephalus	bony fishes
af867dbcf2dadd51019b3801c85d5460	gi|1772510063|gb|MH061071.1|	100	1.24E-56	125	Eleginus gracilis	bony fishes
