b65f36cf3734dc6245a3ecb6ef835f8e	gi|937582337|gb|KM634423.1|	80.843	3.40e-46	261	Mycetophilidae sp. BOLD:AAM8981	flies	Mycetophilidae sp. BOLD:AAM8981
b65f36cf3734dc6245a3ecb6ef835f8e	gi|2960755624|gb|PV487495.1|	81.200	1.58e-44	250	Diploria labyrinthiformis	stony corals	Diploria labyrinthiformis
b65f36cf3734dc6245a3ecb6ef835f8e	gi|42760496|dbj|AB117224.1|	81.200	1.58e-44	250	Diploria labyrinthiformis	stony corals	Diploria labyrinthiformis
b65f36cf3734dc6245a3ecb6ef835f8e	gi|3101829086|emb|OZ353814.1|	80.800	7.36e-43	250	Pseudodiploria clivosa	stony corals	Pseudodiploria clivosa
b65f36cf3734dc6245a3ecb6ef835f8e	gi|3101710967|emb|OZ350615.1|	80.800	7.36e-43	250	Colpophyllia natans	stony corals	Colpophyllia natans
ce66b2901255ff3d1f742c57739b8ac4	gi|3111510679|tpg|BK073150.1|	100.000	1.35e-154	303	Hypocreales sp. ML197-S3	ascomycete fungi	Hypocreales sp. ML197-S3
ce66b2901255ff3d1f742c57739b8ac4	gi|3111510863|tpg|BK073265.1|	97.030	1.38e-139	303	Lecanicillium sp. LEC01	ascomycete fungi	Lecanicillium sp. LEC01
ce66b2901255ff3d1f742c57739b8ac4	gi|3111510563|tpg|BK073043.1|	97.030	1.38e-139	303	Gamszarea kalimantanensis	ascomycete fungi	Gamszarea kalimantanensis
ce66b2901255ff3d1f742c57739b8ac4	gi|1125812533|ref|NC_032302.1|	97.030	1.38e-139	303	Parengyodontium album	ascomycete fungi	Parengyodontium album
ce66b2901255ff3d1f742c57739b8ac4	gi|2528221796|gb|OL350821.1|	97.030	1.38e-139	303	Parengyodontium sp.	ascomycete fungi	Parengyodontium sp.
d5f5f8bb6d7d4c082f4c9ee44f0eae7a	gi|3249757554|emb|OZ432150.1|	100.000	1.35e-154	303	uncultured fungus	fungi	uncultured fungus
d5f5f8bb6d7d4c082f4c9ee44f0eae7a	gi|3249755409|emb|OZ432209.1|	100.000	1.35e-154	303	uncultured Chytridiomycota	chytrids & allies	uncultured Chytridiomycota
d5f5f8bb6d7d4c082f4c9ee44f0eae7a	gi|3249755363|emb|OZ432203.1|	100.000	1.35e-154	303	uncultured fungus	fungi	uncultured fungus
d5f5f8bb6d7d4c082f4c9ee44f0eae7a	gi|3249755208|emb|OZ432184.1|	100.000	1.35e-154	303	uncultured fungus	fungi	uncultured fungus
d5f5f8bb6d7d4c082f4c9ee44f0eae7a	gi|3249755183|emb|OZ432181.1|	100.000	1.35e-154	303	uncultured fungus	fungi	uncultured fungus
8343389a4010a5e394664a0a2b693a79	gi|1280963112|gb|MG202007.1|	84.983	1.52e-74	293	Picobiliphyte sp. MS584-11	eukaryotes	Picobiliphyte sp. MS584-11
8343389a4010a5e394664a0a2b693a79	gi|937582337|gb|KM634423.1|	80.460	1.58e-44	261	Mycetophilidae sp. BOLD:AAM8981	flies	Mycetophilidae sp. BOLD:AAM8981
8343389a4010a5e394664a0a2b693a79	gi|1693293402|ref|NC_042795.1|	80.400	3.42e-41	250	Hydnophora exesa	stony corals	Hydnophora exesa
8343389a4010a5e394664a0a2b693a79	gi|1535792334|ref|NC_040169.1|	80.400	3.42e-41	250	Echinophyllia aspera	stony corals	Echinophyllia aspera
8343389a4010a5e394664a0a2b693a79	gi|1214879381|emb|LT605207.1|	80.400	3.42e-41	250	Echinophyllia aspera	stony corals	Echinophyllia aspera
961c71646a0d7f3cd59e2e0ba3d5867c	gi|1280963112|gb|MG202007.1|	87.459	3.19e-91	303	Picobiliphyte sp. MS584-11	eukaryotes	Picobiliphyte sp. MS584-11
961c71646a0d7f3cd59e2e0ba3d5867c	gi|3249757570|emb|OZ432158.1|	86.411	1.16e-80	287	uncultured Chytridiomycota	chytrids & allies	uncultured Chytridiomycota
961c71646a0d7f3cd59e2e0ba3d5867c	gi|3249757554|emb|OZ432150.1|	86.411	1.16e-80	287	uncultured fungus	fungi	uncultured fungus
961c71646a0d7f3cd59e2e0ba3d5867c	gi|3249755409|emb|OZ432209.1|	86.411	1.16e-80	287	uncultured Chytridiomycota	chytrids & allies	uncultured Chytridiomycota
961c71646a0d7f3cd59e2e0ba3d5867c	gi|3249755363|emb|OZ432203.1|	86.411	1.16e-80	287	uncultured fungus	fungi	uncultured fungus
5d588c3f1094cc434d07e90a563a6076	gi|2587326094|gb|OQ725602.1|	81.985	4.33e-55	272	Pseudoperonospora cubensis	downy mildews	Pseudoperonospora cubensis
5d588c3f1094cc434d07e90a563a6076	gi|2587326090|gb|OQ725600.1|	81.985	4.33e-55	272	Pseudoperonospora cubensis	downy mildews	Pseudoperonospora cubensis
5d588c3f1094cc434d07e90a563a6076	gi|2587326088|gb|OQ725599.1|	81.985	4.33e-55	272	Pseudoperonospora cubensis	downy mildews	Pseudoperonospora cubensis
5d588c3f1094cc434d07e90a563a6076	gi|2587326086|gb|OQ725598.1|	81.985	4.33e-55	272	Pseudoperonospora cubensis	downy mildews	Pseudoperonospora cubensis
5d588c3f1094cc434d07e90a563a6076	gi|2587326060|gb|OQ725585.1|	81.985	4.33e-55	272	Pseudoperonospora cubensis	downy mildews	Pseudoperonospora cubensis
c0a76ba30d1d33b9764110e7b86a0975	gi|3123684092|emb|OZ372759.1|	100.000	1.35e-154	303	Micromonas commoda	green algae	Micromonas commoda
c0a76ba30d1d33b9764110e7b86a0975	gi|3123684092|emb|OZ372759.1|	100.000	1.35e-154	303	Micromonas commoda	green algae	Micromonas commoda
c0a76ba30d1d33b9764110e7b86a0975	gi|65428154|gb|AY955047.1|	100.000	4.87e-154	302	Micromonas pusilla	green algae	Micromonas pusilla
c0a76ba30d1d33b9764110e7b86a0975	gi|65428172|gb|AY955056.1|	94.314	5.08e-124	299	Micromonas pusilla	green algae	Micromonas pusilla
c0a76ba30d1d33b9764110e7b86a0975	gi|65428160|gb|AY955050.1|	94.314	5.08e-124	299	Micromonas pusilla	green algae	Micromonas pusilla
c0a76ba30d1d33b9764110e7b86a0975	gi|229315892|ref|NC_012643.1|	94.000	6.57e-123	300	Micromonas commoda	green algae	Micromonas commoda
c0a76ba30d1d33b9764110e7b86a0975	gi|229315892|ref|NC_012643.1|	93.729	6.57e-123	303	Micromonas commoda	green algae	Micromonas commoda
